NUMBER,OWNER,TICKER,CUSIP6,CNAME
21940,WEDGE MICHAEL T,BJ,05548J,BJ S WHOLESALE CLUB INC
21941,WEE SHIONG HAN,CNTM,21073Q,CONTACT MINERALS CORP
21942,WEEKS WENDELL P,GLW,219350,CORNING INC
21944,WEGEL EDWARD J,TOAC,G86656,TALON 1 ACQUISITION CORP
21945,WEGMAN EDWIN H,BSTC,090931,BIOSPECIFICS TECHNOLOGIES CORP
21947,WEHLMANN DAVID WAYNE,-,397888,GREY WOLF INC
21948,WEHMER EDWARD J,WTFC,97650W,WINTRUST FINANCIAL CORP
21950,WEHR JAMES D,PNX,71902E,PHOENIX COS INC NEW
21951,WEHRHAHN DAVID,SLPI,831011,SLAP INC
21952,WEHRLE GARY L,-,694166,PACIFIC CREST CAPITAL INC
21953,WEI ZHIXIONG,XCLL,98400L,XCELMOBILITY INC
21954,WEIDEMANN ETIENNE LOUIS,AUXO,05334N,AUXILIO INC
21955,WEIDINGER FREDERICK W,BRHI,105022,BRAINTECH INC NV
21956,WEIDMAN DAVID N,CE,150870,CELANESE CORP NEW
21957,WEIDNER WAYNE R,NPBC,637138,NATIONAL PENN BANCSHARES INC
21958,WEIHE YU,NEWN,643847,NEW ENERGY SYSTEMS GROUP
21959,WEIJERMARS BART,TEUM,69946T,PARETEUM CORP
21960,WEIL A  LORNE,HDRA,45782N,INSPIRED ENTERTAINMENT INC
21961,WEIL ALLAN LORNE,SGMS,80874P,SCIENTIFIC GAMES CORP
21962,WEIL B LUKE,ANDA,G0440W,ANDINA ACQUISITION CORP
21963,WEIL EDWARD M JR,AFIN,02607T,AMERICAN FINANCE TRUST INC
21964,WEIL EDWARD MICHAEL JR,NYC,649439,NEW YORK CITY REIT INC
21965,WEIL PETER M,-,04516H,ASHWORTH LLC
21966,WEIL RICHARD M,JNS,47102X,JANUS CAPITAL GROUP INC
21967,WEIL SANDISON E,PRGF,742942,PROGINET CORP
21968,WEILER CHRISTOPHER J,PVT,72583A,KLDISCOVERY INC
21969,WEILER ROBERT K,PFWD,71721R,PHASE FORWARD INC
21970,WEILI DAI ET AL,MRVL,G5876H,MARVELL TECHNOLOGY GROUP LTD
21971,WEINBACH ARTHUR F,ADP,053015,AUTOMATIC DATA PROCESSING INC
21972,WEINBERG JOHN S,EVR,29977A,EVERCORE INC
21973,WEINBERG PETER A,PWP,71367G,FINTECH ACQUISITION CORP
21974,WEINBERG RONALD E,HWK,420089,HAWK CORP
21976,WEINER JEFFREY,LNKD,53578A,LINKEDIN CORP
21977,WEINER JESSE JULES,ALAD,616575,MOREGAIN PICTURES INC
21978,WEINER MAURICE A,HMG,404232,HMG COURTLAND PROPERTIES INC
21979,WEINER MICHAEL,NOOF,644398,NEW FRONTIER MEDIA INC
21980,WEINER MICHAEL L,BIPH,09064V,BIOPHAN TECHNOLOGIES INC
21981,WEINERT GEORGE BRADFORD,MIFI,45782B,NOVATEL WIRELESS INC
21982,WEINGARTEN TOMER,S,81730H,SENTINELONE INC
21983,WEINREB DAVID R,HHC,44267D,HOWARD HUGHES CORP
21984,WEINREB MARK,CLBS,128058,CALADRIUS BIOSCIENCES INC
21985,WEINSTEIN B ALLEN,BODY,09689U,BODY CENTRAL CORP
21986,WEINSTEIN DAVID L,MPG,553274,MPG OFFICE TRUST INC
21987,WEINSTEIN HAL J,WAIR,950814,WESCO AIRCRAFT HOLDINGS INC
21988,WEINSTEIN MARK L,BITI,09056N,BIO IMAGING TECHNOLOGIES INC
21989,WEINSTEIN MARTIN,-,817320,SEQUA CORP
21990,WEINSTEIN MICHAEL LAWRENCE,ARKR,040712,ARK RESTAURANTS CORP
21992,WEINZIERL JOHN A,MEMP,586048,MEMORIAL PRODUCTION PARTNERS L
21993,WEIR DAVID L,-,248335,DENISON INTERNATIONAL PLC
21994,WEIS ALEXANDER L,AVUG,05367W,AVIATION UPGRADE TECHNOLOGIES
21995,WEIS GARY R,SOFO,83545R,SONIC FOUNDRY INC
21996,WEIS JONATHAN H,WMK,948849,WEIS MARKETS INC
21997,WEISBERG ALAN JAY,RXMD,74332G,PROGRESSIVE CARE INC DE
21998,WEISBERG DONALD,BPEV,09064K,ZKID NETWORK CO
21999,WEISBERG LAURIE,JMDA,476496,CREATD INC
22000,WEISBERG PHILIP ZEV,FXAI,361202,FX ALLIANCE INC
22001,WEISBLUM ERIC,SILO,82711P,SILO PHARMA INC
22002,WEISDORN LAWRENCE,FOFU,345201,FORCE FUELS INC
22003,WEISE FRANK E III,COT,22163N,COTT CORP CN
22004,WEISE KURT R,-,909919,UNITED FINANCIAL CORP MN
22005,WEISEL THOMAS W,TWPG,884481,THOMAS WEISEL PARTNERS GROUP I
22006,WEISEL WALTER K,COWI,14134L,COROWARE INC
22007,WEISER SAMUEL S,PRXI,74051E,PREMIER EXHIBITIONS INC
22008,WEISHAR GREGORY S,PMC,71714F,PHARMERICA CORP
22009,WEISLER DION J,HPQ,40434L,HP INC
22010,WEISMAN DAVID ALLEN,EAGB,269437,EAGLE BROADBAND INC
22011,WEISMAN HARLAN F,CNDO,21976U,CORONADO BIOSCIENCES INC
22012,WEISS HARVEY LOUIS,FIGI,34958D,FORTRESS AMERICA ACQUISITION C
22013,WEISS JASON G,-,01407F,ALDABRA ACQUISITION CORP
22014,WEISS JEFFREY A,-,23324T,DFC GLOBAL CORP
22015,WEISS MICHAEL ANDREA,EXPR,30219E,EXPRESS INC
22016,WEISS MICHAEL S,KERX,492515,KERYX BIOPHARMACEUTICALS INC
22017,WEISS MORRY,AM,026375,AMERICAN GREETINGS CORP
22018,WEISS ROBERT S,COO,216648,COOPER COS INC
22021,WEISSBACH MARKUS H,AVRO,05359M,AVERION INTERNATIONAL CORP
22022,WEISSBERG DAVID J,CYCR,23282B,MOLECULAR DIAGNOSTICS INC
22023,WEISSBERG FREDERICK M,-,260152,DOVER INVESTMENTS CORP
22024,WEISSBERG RON,ADBI,00089G,ADB INTERNATIONAL GROUP INC
22025,WEISSER ALBERTO,BG,G16962,BUNGE LTD
22026,WEISSMAN SCOTT,LLFP,52471A,LEGAL LIFE PLANS INC
22027,WEISSMAN WILLIAM F,RBCN,78112T,RUBICON TECHNOLOGY INC
22028,WEISZ STEPHEN P,VAC,57164Y,MARRIOTT VACATIONS WORLDWIDE C
22029,WEKSEL WILLIAM,AYA,02263A,ALYST ACQUISITION CORP
22030,WELCH BARRY EDWARD,AT,04878Q,ATLANTIC POWER CORP
22031,WELCH DANIEL G,ITMN,45884X,INTERMUNE INC
22032,WELCH DAVID H,SGY,861642,STONE ENERGY CORP
22033,WELCH GLENN S,HBNK,40867E,HAMPDEN BANCORP INC
22034,WELCH JAMES L,DDMX,26784F,DYNAMEX INC
22035,WELCH JERRY R,NFSE,65338C,NFINANSE INC
22036,WELCH JOHN D,XPO,983793,XPO LOGISTICS INC
22037,WELCH JOHN F,SUR,12612L,CNA SURETY CORP
22038,WELCH JOHN K,LEU,15643U,CENTRUS ENERGY CORP
22039,WELCH JOSEPH L,ITC,465685,ITC HOLDINGS CORP
22041,WELCH MICHAEL R SR,RTXB,760826,ROCKY MOUNTAIN HIGH BRANDS INC
22042,WELCH STEPHEN G,TOD,889039,TODD SHIPYARDS CORP
22043,WELCH WILLIAM E,IRNT,46323Q,IRONNET INC
22044,WELCH WILLIAM J,SQNM,817337,SEQUENOM INC
22045,WELDING ROBERT D,FSS,313855,FEDERAL SIGNAL CORP
22046,WELDON WILLIAM C,JNJ,478160,JOHNSON & JOHNSON
22047,WELLENDORF DONALD R,MMP,559080,MAGELLAN MIDSTREAM PARTNERS L
22048,WELLER CHARLES E,OBAF,67424G,OBA FINANCIAL SERVICES INC
22049,WELLER TIMOTHY N,MSP,23821D,DATTO HOLDING CORP
22051,WELLER WALTER WILLIAM III,MPSP,58504M,MEDPRO SAFETY PRODUCTS INC
22052,WELLESLEY-WESLEY MICHAEL I,-,171607,CHYRONHEGO CORP
22054,WELLS ALAN L,IWA,462594,IOWA TELECOMMUNICATIONS SERVIC
22056,WELLS DARRELL RICHARD,CFIN,174613,CITIZENS FINANCIAL CORP KY
22057,WELLS DENNIS W,LYTS,50216C,LSI INDUSTRIES INC
22058,WELLS JAMES M III,STI,867914,SUNTRUST BANKS INC
22059,WELLS JAY E,COT,74167P,PRIMO WATER CORP (MISSISSAUGA)
22060,WELLS WILLIAM MCDOWALL,VRX,91911K,VALEANT PHARMACEUTICALS INTERN
22061,WELO TOBIAS W,TRNF,87621P,TARONIS FUELS INC
22062,WELSH M BURKE,PABK,69313P,PAB BANKSHARES INC
22063,WELSTAD GLENN,CCNI,200497,COMMAND CENTER INC
22064,WELTER JEREMY JC,AINC,044104,ASHFORD INC
22065,WEMETT JAMES CARMAN,NNAN,63901A,NATURALNANO INC NV
22066,WENDEL BRUCE J,ABII,00383Y,ABRAXIS BIOSCIENCE INC NEW
22067,WENGER E PHILIP,FULT,360271,FULTON FINANCIAL CORP
22068,WENIG DEVIN NORSE,EBAY,278642,EBAY INC
22069,WENNER DAVID L,BGF,05508R,B&G FOODS INC NEW
22070,WENPING LUO,ANPF,G03926,ANPULO FOOD INC
22071,WENSVEEN JAMES B,FOGC,349683,FORTUNE OIL & GAS INC
22072,WENT GREGORY T,ADMS,00548A,ADAMAS PHARMACEUTICALS INC
22073,WENTWORTH TIMOTHY CHARLES,ESRX,30219G,EXPRESS SCRIPTS HOLDING CO
22074,WENTZ DAVID A,USNA,90328M,USANA HEALTH SCIENCES INC
22076,WENTZ THOMAS A SR,IRET,461730,INVESTORS REAL ESTATE TRUST
22077,WERNER CLARENCE L,WERN,950755,WERNER ENTERPRISES INC
22079,WERNER MARTIN,DDMX,G2692M,DD3 ACQUISITION CORP
22080,WERNER MILTON H PHD,IKT,45719W,INHIBIKASE THERAPEUTICS INC
22081,WERNER ROGER L JR,OUTD,690027,OUTDOOR CHANNEL HOLDINGS INC
22082,WERNER THOMAS H,SPWR,867652,SUNPOWER CORP
22083,WERNER THOMAS P,LW,513272,LAMB WESTON HOLDINGS INC
22084,WERTHEIMER SAMUEL P,BCAC,11374E,BROOKLINE CAPITAL ACQUISITION
22085,WERTHEIN GREGORIO,RPLA,G75130,REPLAY ACQUISITION CORP
22086,WERTHEIZER GIDEON,CEVA,157210,CEVA INC
22087,WERTZ CARL C,DIOD,254543,DIODES INC
22088,WESLEY NORMAN H,-,073730,BEAM INC NEW
22089,WESNER CRAIG O,PNBC,742282,PRINCETON NATIONAL BANCORP INC
22090,WESSEL RICK L,FCFS,31942D,FIRST CASH FINANCIAL SERVICES
22091,WESSEL STEPHEN E,GSLA,362274,GS FINANCIAL CORP
22092,WESSELINK DAVID D,-,591598,METRIS COS INC
22093,WESSELS MARGUERITE,FTWV,338206,FITWAYVITAMINS INC
22094,WESSINGER TOMMY B,-,710879,PEOPLE S COMMUNITY CAPITAL COR
22095,WESSLING GREGORY J,HRAI,44183W,HOUSERAISING INC
22096,WEST A FRANK,-,81413L,SECURITY CAPITAL CORP MS
22097,WEST ALFRED P JR,SEIC,784117,SEI INVESTMENTS CO
22098,WEST BENJAMIN JAMES,TCGD,892354,TRACEGUARD TECHNOLOGIES INC
22099,WEST DANE B,RWMI,75885U,REGALWORKS MEDIA INC
22100,WEST DAVID JOHN,HSY,427866,HERSHEY CO
22101,WEST EDWARD F,LOOK,543442,LOOKSMART LTD
22102,WEST EDWARD H,EDMC,28140M,EDUCATION MANAGEMENT CORP
22103,WEST JOHN STEPHEN,ILMN,452327,ILLUMINA INC
22104,WEST LYNDON,IXOG,454084,INDEX OIL & GAS INC
22105,WEST MICHAEL D,BTX,09066L,BIOTIME INC
22106,WEST PERRY D,NGEY,644508,NEW GLOBAL ENERGY INC
22107,WEST RICHARD B,PKG,695156,PACKAGING CORP OF AMERICA
22108,WEST SCOTT ALLEN,HGBL,42727E,HERITAGE GLOBAL INC
22109,WEST THOMAS A,XENT,46071F,INTERSECT ENT INC
22110,WESTBROOK L ANDREW III,PBCE,709792,PEOPLES BANCORPORATION INC
22111,WESTCOTT KEVIN A,UGHO,913586,UNIVERSAL GUARDIAN HOLDINGS IN
22112,WESTERBERG LARS ERIK,ALV,052800,AUTOLIV INC
22114,WESTERGREN TIMOTHY,P,698354,PANDORA MEDIA INC
22115,WESTERHOLM GARY L,MKBY,581531,MCKENZIE BAY INTERNATIONAL LTD
22116,WESTERMAN WILLIAM L,RIV,769627,RIVIERA HOLDINGS CORP
22117,WESTERN MARK S,TKGN,87911C,TEKOIL & GAS CORP
22118,WESTFALL WIN,WLDN,96924N,WILLDAN GROUP INC
22119,WESTGARDE SHERIDAN B,VLEN,920256,VALOR ENERGY CORP
22120,WESTGATE DAVID C,JASN,471172,JASON INDUSTRIES INC
22121,WESTHOVEN STEPHEN D,NJR,646025,NEW JERSEY RESOURCES CORP
22122,WESTLING CHARLES B,DTLK,237934,DATALINK CORP
22123,WESTLUND STEVEN R,KAIH,483003,KAIRE HOLDINGS INC
22124,WESTMORELAND JAMES F,DBRM,239559,DAYBREAK OIL & GAS INC
22125,WESTON BRADLEY MORGAN,PRTY,702149,PARTY CITY HOLDCO INC
22126,WESTON GRAHAM M,RAX,750086,RACKSPACE HOSTING INC
22127,WESTON RANDY,HLOI,74139V,PREVISTO INTERNATIONAL HOLDING
22128,WESTOVER SAMUEL LEE,-,68906N,SONIC INNOVATIONS INC NEW
22129,WESTPHAL CHRISTOPH H,SIRT,82968A,SIRTRIS PHARMACEUTICALS INC
22130,WETHERALL BRUCE A,CEBY,138114,CANTERBURY RESOURCES INC
22131,WETHERBEE ROBERT S,ATI,01741R,ALLEGHENY TECHNOLOGIES INC
22132,WETZEL SCOT T,UWBK,913201,MATRIX BANCORP INC
22133,WEWERS CHRISTOPHER M,BSF,073844,BEAR STATE FINANCIAL INC
22134,WEXLER JAMES A,SVNR,81201E,SEAHAVN CORP
22135,WEXLER LAWRENCE S,TPB,90041L,TURNING POINT BRANDS INC
22136,WEXNER LESLIE H,LTD,532716,LIMITED BRANDS INC
22137,WEYAND WILLIAM J,MSCS,553531,MSC SOFTWARE CORP
22138,WEYER CHRISTIAN,FATE,31189P,FATE THERAPEUTICS INC
22139,WEYERS LARRY LEE,TEG,45822P,WPS RESOURCES CORP
22140,WHALEN DAVID G,ATX,227478,A T CROSS CO
22141,WHALEN EDWARD J,RAIL,357023,FREIGHTCAR AMERICA INC
22142,WHALEN JAMES W,TRGP,87612G,TARGA RESOURCES CORP
22143,WHALEY ROGER B,CNCP,144060,CAROLINA NATIONAL CORP
22144,WHALL TIMOTHY J,ADT,00090Q,ADT INC
22145,WHANG JONG S,ASYS,032332,AMTECH SYSTEMS INC
22147,WHARTON THOMAS E JR,ISEC,464278,ISECURETRAC CORP
22148,WHATLEY STEPHEN W,SSBK,843878,SOUTHERN STATES BANCSHARES INC
22149,WHEATLEY DESMOND C,EVSI,29413Q,ENVISION SOLAR INTERNATIONAL I
22150,WHEATON ROBERT E,STRZ,855086,STAR BUFFET INC
22151,WHEELER CHRIS D,-,362418,GABLES RESIDENTIAL TRUST
22152,WHEELER CRAIG A,MNTA,60877T,MOMENTA PHARMACEUTICALS INC
22153,WHEELER DENNIS EARL,CDE,192108,COEUR D ALENE MINES CORP
22154,WHEELER JAMES,SKGT,83082V,SKYBRIDGE TECHNOLOGY GROUP INC
22155,WHEELER JAMES R,AVAF,05350U,AVASOFT INC
22156,WHEELER JON S,WHLR,963025,WHEELER REAL ESTATE INVESTMENT
22157,WHEELER KEVIN J,AOS,831865,A O SMITH CORP
22158,WHEELER MORRIS H,-,192480,COHESANT TECHNOLOGIES INC
22159,WHEELER RICHARD R,CLNE,184499,CLEAN ENERGY FUELS CORP
22160,WHEELER RICHARD T JR,FRNK,35353C,FRANKLIN FINANCIAL CORP VA
22161,WHEELER WALTER R,GEOS,37364X,GEOSPACE TECHNOLOGIES CORP
22162,WHEELOCK ARGIL J,HTRN,42222L,HEALTHTRONICS SURGICAL SERVICE
22163,WHEET RONALD L,RMCP,76154Q,MAXXON INC
22164,WHELAN TIMOTHY,WTT,976524,WIRELESS TELECOM GROUP INC
22165,WHERRY STEPHEN R,GV,381370,GOLDFIELD CORP
22166,WHETSELL PAUL W,IHR,46088S,INTERSTATE HOTELS & RESORTS IN
22167,WHIPKEY JAMES M,HCLP,428337,HI CRUSH PARTNERS LP
22168,WHIPPLE KENNETH,CMS,125896,CMS ENERGY CORP
22169,WHISLER J STEVEN,-,717265,PHELPS DODGE CORP
22170,WHISTON MARK B,JNS,47102X,JANUS CAPITAL GROUP INC
22171,WHITACRE EDWARD E JR,T,00206R,AT&T INC
22172,WHITAKER ANNE CLEM,SNTA,558868,MADRIGAL PHARMACEUTICALS INC
22173,WHITAKER JASON R,SHLS,82489W,SHOALS TECHNOLOGIES GROUP INC
22174,WHITAKER JEREMY,LTRX,516548,LANTRONIX INC
22175,WHITAKER TONY D,KFFB,491292,KENTUCKY FIRST FEDERAL BANCORP
22176,WHITE ALAN B,PCB,726631,PLAINSCAPITAL CORP
22177,WHITE ALBERT G III,COO,216648,COOPER COMPANIES INC
22178,WHITE BILLY JOE,IDN,45817G,INTELLICHECK INC
22179,WHITE CRAIG M,EDUC,281479,EDUCATIONAL DEVELOPMENT CORP
22180,WHITE DANIEL H,CLSD,185063,CLEARSIDE BIOMEDICAL INC
22181,WHITE DARIN L,BDAY,15100A,CELEBRATE EXPRESS INC
22182,WHITE GEHRIG H,PTEK,730864,POKERTEK INC
22183,WHITE H VANCE,WITM,977427,WITS BASIN PRECIOUS MINERALS I
22184,WHITE HARRY J JR,SVLF,828395,SILVERLEAF RESORTS INC
22185,WHITE JAMES D,JMBA,47023A,JAMBA INC
22186,WHITE JOSEPH,CRPT,22966T,CUBED INC
22187,WHITE JOSEPH W,MOH,60855R,MOLINA HEALTHCARE INC
22188,WHITE KEITH R,DRFS,26140D,AMBIENT WATER CORP
22189,WHITE KENNETH T JR,WHQ,92925E,W H ENERGY SERVICES INC
22190,WHITE MARK BRIAN,OHGI,45824F,INTELLIGENT COMMUNICATION ENTE
22191,WHITE MARK S,OSBK,68764U,OSAGE FEDERAL FINANCIAL INC
22192,WHITE MARTIN A,MDU,552690,MDU RESOURCES GROUP INC
22193,WHITE MICHAEL D,DTV,25490A,DIRECTV
22194,WHITE MILES D,ABT,002824,ABBOTT LABORATORIES
22195,WHITE MITCH,CYOS,12673R,CYOP SYSTEMS INTERNATIONAL INC
22196,WHITE N WILLIAM,FIFG,32053S,1ST INDEPENDENCE FINANCIAL GRO
22197,WHITE NOEL W,TSN,902494,TYSON FOODS INC
22198,WHITE PATRICK,DSS,25614T,DOCUMENT SECURITY SYSTEMS INC
22199,WHITE PATRICK JOSEPH,VRME,92346X,VERIFYME INC
22200,WHITE PENDLETON P JR,PLYM,729640,PLYMOUTH INDUSTRIAL REIT INC
22201,WHITE RANDALL WAYNE,EDUC,281479,EDUCATIONAL DEVELOPMENT CORP
22202,WHITE RICHARD C,CMTV,20343A,COMMUNITY BANCORP
22203,WHITE RICHARD CARL,GGS,37946S,GLOBAL GEOPHYSICAL SERVICES IN
22204,WHITE RICHARD E,PXG,71903M,PHOENIX FOOTWEAR GROUP INC
22205,WHITE ROBERT ANDREW,MEAC,589381,MERCURY ECOMMERCE ACQUISITION
22206,WHITE ROBERT L G,BZC,106764,TRANSTECHNOLOGY CORP
22207,WHITE ROBERT S,ENTL,29363K,ENTELLUS MEDICAL INC
22208,WHITE ROBERT W,ABBC,00350L,ABINGTON COMMUNITY BANCORP INC
22209,WHITE STEVEN,ITEX,465647,ITEX CORP
22210,WHITE TED W,VRCA,92511W,VERRICA PHARMACEUTICALS INC
22212,WHITE TONY LEE,-,038149,CELERA CORP
22213,WHITE W BRETT,CBG,12504L,CBRE GROUP INC
22214,WHITE WILLIAM A,CWAY,190632,COASTWAY BANCORP INC
22215,WHITE WILLIAM BRETT,CWK,G2717B,CUSHMAN & WAKEFIELD PLC
22216,WHITE WILLIAM HENRY,AGR,05351W,AVANGRID INC
22217,WHITEHEAD CLAY,PLMI,G7134L,PLUM ACQUISITION I CORP
22218,WHITEHEAD HARRY BAIRD III,PVA,707882,PENN VIRGINIA CORP
22219,WHITEHEAD ROY M,WFSL,938824,WASHINGTON FEDERAL INC
22220,WHITEHURST JAMES M,RHT,756577,RED HAT INC
22221,WHITEHURST JULIAN E,NNN,637417,NATIONAL RETAIL PROPERTIES INC
22222,WHITENER WAYNE A,TGE,872417,TGC INDUSTRIES INC
22223,WHITESIDES GEORGE THOMAS,SPCE,92766K,VIRGIN GALACTIC HOLDINGS INC
22224,WHITING LAWSON E,BFA,115637,BROWN-FORMAN CORP
22225,WHITING RICHARD M,PCX,70336T,PATRIOT COAL CORP
22226,WHITLOCK JANA,SHRW,82509B,SHOPPER S WALLET INC
22227,WHITMAN BURKE W,HMA,421933,HEALTH MANAGEMENT ASSOCIATES I
22228,WHITMAN MARGARET C,EBAY,278642,EBAY INC
22229,WHITMAN MARGARET C,HPQ,40434L,HP INC
22230,WHITMAN MICHAEL PETER,PMII,739299,POWER MEDICAL INTERVENTIONS IN
22231,WHITMAN ROBERT A,FC,353469,FRANKLIN COVEY CO
22232,WHITNELL JEFFREY A,AKRX,009728,AKORN INC
22233,WHITNEY RUSSELL A,RUSS,966621,WHITNEY INFORMATION NETWORK IN
22234,WHITON ROD K,CLCN,22529R,CREATIVE LEARNING CORP
22235,WHITT KENNETH WAYNE,STRN,869380,SUTRON CORP
22236,WHITT RICHARD REEVES III,MKL,570535,MARKEL CORP NEW
22237,WHITTAKER J BRUCE,GCBC,394357,GREENE COUNTY BANCORP INC
22238,WHITTEL NAOMI,MRRM,901773,MIRROR ME INC
22239,WHITTEN TIMOTHY G,INSM,457669,INSMED INC
22240,WHITTENBURG JAMES S B,HTRN,42222L,HEALTHTRONICS INC
22241,WHITTET ALFRED S,GIW,967797,WILBER CORP
22242,WHITTINGTON MELINDA D,LZB,505336,LA-Z-BOY INC
22243,WHITTLE MACK I JR,TSFG,837841,SOUTH FINANCIAL GROUP INC
22244,WHITWAM DAVID R,WHR,963320,WHIRLPOOL CORP
22245,WHITWORTH JONATHAN P,-,570363,MARITRANS INC
22246,WHYTE HUBERT AJ,NWK,641208,NETWORK EQUIPMENT TECHNOLOGIES
22247,WHYTE KATHY,SRRL,85856S,STELLAR RESOURCES LTD
22248,WIATR FRANCIS J,-,651633,NEWMIL BANCORP INC
22249,WICHMANN DAVID S,UNH,91324P,UNITEDHEALTH GROUP INC
22250,WICK MICHAEL M,MBVX,55414P,MABVAX THERAPEUTICS HOLDINGS I
22251,WICKERSHAM GROVER T,ESDI,277802,EASTSIDE DISTILLING INC
22252,WICKS FLOYD E,AWR,029899,AMERICAN STATES WATER CO
22253,WICKS FREDRICK WILLIAM,EVSY,299211,EVANS SYSTEMS INC
22254,WIDDICOMBE RICHARD A,FNHC,31422T,FEDERATED NATIONAL HOLDING CO
22255,WIDENER BRUCE,SGEG,86723M,SUNCREST GLOBAL ENERGY CORP
22256,WIDHAM SCOTT ROBERT,-,11161E,BROADWING CORP
22257,WIDLAK DAVID A,CCBD,20363J,COMMUNITY CENTRAL BANK CORP
22258,WIDMAR MARK R,FSLR,336433,FIRST SOLAR INC
22259,WIDME ANDREW,SOTE,84917M,SPORT TECH ENTERPRISES INC
22260,WIDRA HOWARD T,AINV,03761U,APOLLO INVESTMENT CORP
22261,WIEBE MENNO,RKTI,77313T,ZEPPELIN ENERGY INC
22262,WIEDEMANN GEORGE S,DINE,761557,REWARDS NETWORK INC
22263,WIEDERHORN ANDREW A,FCCG,34416Q,FOG CUTTER CAPITAL GROUP INC
22264,WIEGAND COREY H,HMTF,43737W,HOME TREASURE FINDERS INC
22265,WIEHE STEPHEN J,-,80908Q,SCIQUEST INC DE
22266,WIEHOFF JOHN PAUL,CHRW,12541W,C H ROBINSON WORLDWIDE INC
22267,WIELAND PHILIP ROBERT,DSEY,G28923,DIVERSEY HOLDINGS LTD
22268,WIEN STEPHEN S,MMGP,55312R,MM2 GROUP INC
22269,WIENER BRYAN J,SCOR,20564W,COMSCORE INC
22270,WIENER MAURICE A,HMG,404232,HMG COURTLAND PROPERTIES INC
22271,WIER THADDEUS A JR,CNTL,15132Y,CENTALE INC
22272,WIESEL CHARLES,CPWT,15114Y,CELL POWER TECHNOLOGIES INC
22273,WIESENTHAL ROBERT S,BLDE,092667,BLADE AIR MOBILITY INC
22274,WIGGANS THOMAS G,-,208192,CONNETICS CORP
22275,WIGGETT JAMES F,BEBE,075571,BEBE STORES INC
22276,WIGGINS ROBERT S,TRCI,878727,TECHNOLOGY RESEARCH CORP
22277,WIIK INGRID,ALO,020813,ALPHARMA INC
22278,WILANSKY HEYWOOD,RVI,76128Y,RETAIL VENTURES INC
22279,WILBY PETER JOHN,EDF,86164T,STONE HARBOR EMERGING MARKETS
22280,WILCOX FRANK C,UVE,91359V,UNIVERSAL INSURANCE HOLDINGS I
22281,WILCOX GARY L,COCP,19188J,COCRYSTAL PHARMA INC
22282,WILCOX KENNETH P,SIVB,78486Q,SILICON VALLEY BANCSHARES
22283,WILCOX LARRY D,UCHB,90264C,UC HUB GROUP INC
22284,WILCOX WILLIAM HOLDER,USPI,913016,UNITED SURGICAL PARTNERS INTL
22285,WILCOXON BENTON H,CPTC,20461S,COMPOSITE TECHNOLOGY CORP
22286,WILD GEOFFREY,CSCD,147322,CASCADE MICROTECH INC
22287,WILDE FRANCIS E,-,876090,TARANTELLA INC
22288,WILDER CHARLES JOHN,-,873168,TXU CORP
22289,WILDER THOMAS C III,-,59500W,MICRO THERAPEUTICS INC NEW
22290,WILDEROTTER MARY AGNES,FTR,35906A,FRONTIER COMMUNICATIONS CORP
22291,WILDES CLIFFORD H,NFSE,65338C,NFINANSE INC
22292,WILDRICK DEBORAH KERN,BAZI,07330X,BAZI INTERNATIONAL INC
22293,WILDRICK ROBERT N,JOSB,480838,JOS A BANK CLOTHIERS INC
22294,WILDS DANIEL O,DDD,78402X,SCOLR PHARMA INC
22295,WILDSTEIN ERIC LEE,RGLC,75882A,REGAL LIFE CONCEPTS INC
22296,WILEN RONALD,UNRG,910900,UNITED ENERGY CORP NV
22297,WILEY D LINN,CVBF,126600,CVB FINANCIAL CORP
22298,WILEY J THOMAS JR,STBZ,856190,STATE BANK FINANCIAL CORP
22299,WILEY MICHAEL E,BHI,057224,BAKER HUGHES INC
22300,WILEY RONALD,MFBP,552507,M&F BANCORP INC
22301,WILEY SCOTT,XBTC,98419U,XHIBIT CORP
22302,WILEY WILLIAM C,TCYF,893548,TRANSCOMMUNITY BANKSHARES INC
22303,WILHELM JAMES A,STAN,853790,STANDARD PARKING CORP DE
22304,WILHELM MICHAEL K,IRBO,46264M,IR BIOSCIENCES HOLDINGS INC
22305,WILK INGRID,ALO,020813,ALPHARMA INC
22306,WILK JASON,DAVE,23834J,DAVE INC
22307,WILK JONATHAN,CMPO,20459V,COMPOSECURE INC
22308,WILK STEVEN J,TRNT,893782,TRANSNET CORP
22309,WILKE SUSANNE PHD,NTRP,64129T,NEUROTROPE INC
22310,WILKENS TIM,GNGT,38105U,GOLDEN GATE PARTNERS INC
22311,WILKERSON D SCOTT,-,05564T,BNP RESIDENTIAL PROPERTIES INC
22312,WILKIN NEIL D JR,OCC,683827,OPTICAL CABLE CORP
22313,WILKINSON BRUCE W,MDR,580037,MCDERMOTT INTERNATIONAL INC
22314,WILKINSON FRANK W,FCBS,319426,FIRST CENTURY BANKSHARES INC
22315,WILKINSON GEORGE FREDERICK,IPXL,45256B,IMPAX LABORATORIES INC
22316,WILKINSON JOHN E,FSTF,33708M,FIRST STATE FINANCIAL CORP FL
22317,WILKINSON PHILIP C,EVC,29382R,ENTRAVISION COMMUNICATIONS COR
22320,WILKINSON SCOTT,INGN,45780L,INOGEN INC
